derivation,example,explanation,pinyin,word,abbreviation,pinyin_r,first,last
《论语·述而》子不语怪、力、乱、神。”,孔子不语～，非不语也，盖有未易语者耳。★宋·周密《齐东野语》卷十二,指关于怪异、勇力、叛乱、鬼神之事。,guài lì luàn shén,怪力乱神,glls,guai li luan shen,guai,shen
刘白羽《海天集·伟大创业者》总理对人总是关怀备至，体贴入微。”,无,关心得无微不至。,guān huái bèi zhì,关怀备至,ghbz,guan huai bei zhi,guan,zhi
明·吴承恩《西游记》第三回风起处，惊散了那傲来国君王，三街六市，都慌得关门闭户，无人敢走。”,家家～，镇里镇外死气沉沉。★刘流《烈火金钢》第十四回,门户都关闭起来。形容冷清寥落。,guēn mén bì hù,关门闭户,gmbh,guen men bi hu,guen,hu
茅盾《子夜》五现在他们维持不下，难免要弄到关门大吉。”,无,指商店倒闭或企业破产停业。,guān mén dà jí,关门大吉,gmdj,guan men da ji,guan,ji
元·无名氏《鸳鸯被》第四折好也，你两个官官相为我死也！”,你想，抚台一定发回原官审问，纵然派个委员前来会审，～，他又拿着人家的失单衣服来顶我们。★清·刘鹗《老残游记》第五回,指官员之间互相包庇。,guān guān xiāng hù,官官相护,ggxh,guan guan xiang hu,guan,hu
清·李宝嘉《官场现形记》第四十三回正碰着官运亨通，那年修理堤工案内，得了个异常劳绩，保举免补本班，以府经补用。”,无,官运官场中的运气；亨通顺利。指仕途顺利，步步高升。,guān yùn hēng gōng,官运亨通,gyhg,guan yun heng gong,guan,gong
清·吴趼人《二十年目睹之怪现状》第八十四回他自己也就把那回身就抱的旖旎风情藏起来，换一幅冠冕堂皇的面目了。”,少说些～的话，多做些实实在在的事情。,冠冕古代帝王、官吏的帽子；堂皇很有气派的样子。形容外表庄严或正大的样子。,guān miǎn táng huáng,冠冕堂皇,gmth,guan mian tang huang,guan,huang
《孟子·梁惠王下》老而无妻曰鳏，老而无夫曰寡，老而无子曰独，幼而无父曰孤；此四者，天下之穷民而无告者。”,无,泛指没有劳动力而又没有亲属供养的人。,guān guǎ gū dú,鳏寡孤独,gggd,guan gua gu du,guan,du
南朝·宋·刘义庆《世说新语·方正》此郎亦管中窥豹，时见一斑。”,向～寻知外，坐井观天又出来，运斧般门志何大，出削个好歹。★元·周德清《一枝花·遗张伯元》,从竹管的小孔里看豹，只看到豹身上的一块斑纹。比喻只看到事物的一部分，指所见不全面或略有所得。,guǎn zhōng kuī bào,管中窥豹,gzkb,guan zhong kui bao,guan,bao
宋·张君房《云笈七签》卷一百十三乃令左右引于宫内游观，玉台翠树，光彩夺目。”,解开来，只见一团绵裹着寸许大一颗夜明珠，～。★明·凌濛初《初刻拍案惊奇》卷一,夺目耀眼。形容鲜艳耀眼。也用来形容某些艺术作品和艺术形象的极高成就。,guāng cǎi duó mù,光彩夺目,gcdm,guang cai duo mu,guang,mu
战国·楚·屈原《离骚》纷总总其离合兮，斑陆离其上下。”《三国志·吴志·孙坚传》裴松之注引《吴书》冢上有光怪，云气五色，上属于天，曼延数里。”,那柴烧的一块一块的，结成就和太湖石一般，～。★清·吴敬梓《儒林外史》第五十五回,光怪光彩奇异；陆离开卷参差。形容奇形怪状，五颜六色。,guāng guài lù lí,光怪陆离,ggll,guang guai lu li,guang,li
宋·释普济《五灯会元》卷十一灼然一切处，光明灿烂去。”,其中有着时代的眉目，也决不是英雄们的八宝箱，一朝打开，便见～。★鲁迅《且介亭杂文·序言》,色彩光亮耀眼。多比喻前程的远大或事业的伟大。,guāng huī càn làn,光辉灿烂,ghcl,guang hui can lan,guang,lan
唐·韩愈《调张籍》诗李杜文章在，光焰万丈长。”,当我注意到那座～的星的山的时候，我仿佛又听见了那无数的灯光的私语。★巴金《旅途随笔·香港的夜》,形容光辉灿烂，照耀到远方。,guāng máng wàn zhàng,光芒万丈,gmwz,guang mang wan zhang,guang,zhang
《晋书·右勒载记下》大丈夫行事，当礌（磊）落落，如日月皎然。”宋·朱熹《朱子语类》卷七十四譬如人光明磊落底便是好人，昏昧迷暗底便不是好人。”,公子光明磊落，为天人所钦瞩。★清·蒲松龄《聊斋志异·聂小倩》,磊落心地光明坦白。胸怀坦白，正大光明。,guāng míng lěi luò,光明磊落,gmll,guang ming lei luo,guang,luo
宋·朱熹《朱子语类》卷七三圣人所说底话，光明正大，须是先理会光明正大底纲领条目。”,大仙是～之人，就以他的诳语作真。★明·吴承恩《西游记》第五回,原指明白不偏邪。现多指心怀坦白，言行正派。,guāng míng zhèng dà,光明正大,gmzd,guang ming zheng da,guang,da
《尚书·益稷》帝光天之下，至于海隅苍生。”《后汉书·王符传》化国之日舒以长，故其民闲暇而力有余。”,彼残忍乖邪之气，不能荡溢于～之下。★清·曹雪芹《红楼梦》第二回,光天最大的天，大白天；化日生长万物的太阳。原形容太平盛世◇比喻大家看得非常清楚的场合。,guāng tiān huà rì,光天化日,gthr,guang tian hua ri,guang,ri
明·罗贯中《三国演义》第三十七回玄德回新野之后，光阴荏苒，双是新春。”,～须当惜，风雨阴睛任变迁。★清·曹雪芹《红楼梦》第二十二回,荏苒时间一点一点的流逝。指时间渐渐地过去了。,guāng yīn rěn rǎn,光阴荏苒,gyrr,guang yin ren ran,guang,ran
唐·韦庄《关河道中》诗但见时光流似箭，岂知天道曲如弓。”,～，日月如梭，不觉半年有余。★明·冯梦龙《警世通言》卷三十三,光阴时间。时间如箭，迅速流逝。形容时间过得极快。,guāng yīn sì jiàn,光阴似箭,gysj,guang yin si jian,guang,jian
元·石君宝《曲江池》第四折今幸得一举登科，荣宗耀祖。”,儿子管他，也为的是光宗耀祖。★清·曹雪芹《红楼梦》第三十三回,宗宗族；祖祖先。指子孙做了官出了名，使祖先和家族都荣耀。,guāng zōng yào zǔ,光宗耀祖,gzyz,guang zong yao zu,guang,zu
《后汉书·来历传》朝廷广开言事之路，故且一切假贷。”,从穆宗崩逝，两宫太后再度垂帘，～，谏劝的奏折，很少留中。★高阳《清宫外史》上册,广扩大；言路进言的道路。指尽量给下面创造发表意见的条件。,guǎng kāi yán lù,广开言路,gkyl,guang kai yan lu,guang,lu
明·康海《秋兴次前韵》凭着这广种薄收百亩庐，有甚踌躇？”,无,薄少。种植的面积很大，但单位产量却很低。比喻实行的很广泛，但收效甚微。,guǎng zhòng bó shōu,广种薄收,gzbs,guang zhong bo shou,guang,shou
清·张南庄《何典》第二回归根结柢，把一场着水人命一盘摙归去，还亏有钱使得鬼推磨。”,无,归结到根本上。,guī gēn dào dǐ,归根到底,ggdd,gui gen dao di,gui,di
周立波《山乡巨变》上一如今是人力世界，归根结底，还是靠做。”,无,归结到根本上。同归根结蒂”。,guī gēn jié dǐ,归根结底,ggjd,gui gen jie di,gui,di
明·名教中人《好俅传》第十二回承长兄厚爱，本当领教，只奈归心似箭，今日立刻就要行了。”,不多时，穿过松林，渡过小溪，过了水月村，越过镜花岭，真是～。★清·李汝珍《镜花缘》第二十一回,想回家的心情象射出的箭一样快。形容回家心切。,guī xīn sì jiàn,归心似箭,gxsj,gui xin si jian,gui,jian
《庄子·达生》梓庆削木为鑜，鑜成，见者惊忧鬼神。”,这种编织技术，给人以浪漫主义手法”、～”的印象。★秦牧《巧匠和竹》,象是鬼神制作出来的。形容艺术技巧高超，不是人力所能达到的。,guǐ fǔ shén gōng,鬼斧神工,gfsg,gui fu shen gong,gui,gong
清·曹雪芹《红楼梦》第三十一回别叫我替你们害臊了，你们鬼鬼祟祟干的那些事，也瞒不过我去。”,我看瑞贞这些日子是有点邪，～，交些乱朋友。★曹禺《北京人》第三幕,祟古人想象中的鬼怪或鬼怪出而祸人。指行动偷偷摸摸，不光明正大。,guǐ guǐ suì suì,鬼鬼祟祟,ggss,gui gui sui sui,gui,sui
元·无名氏《马陵道》第二折可怎生神嚎鬼哭，雾惨云昏，白日为幽。”,况且宝玉才好了些，连我们也不敢说话，你反打的人～的！★清·曹雪芹《红楼梦》第五十八回,形容大声哭叫，声音凄厉。,guǐ kū láng háo,鬼哭狼嚎,gklh,gui ku lang hao,gui,hao
清·李绿园《歧路灯》第六十回一时鬼迷心窍，后悔不及。”,我真象从前的人说的～”了，现在可算把鬼打跑了！★赵树理《表明态度》,鬼怪迷惑住心窍。指对问题认识不清。,guǐ mí xīn qiào,鬼迷心窍,gmxq,gui mi xin qiao,gui,qiao
元·无名氏《碧桃花》第四折这一场悄促促似鬼使神差。”,正是呢，这是一高兴起灶，～来了这些人。★清·曹雪芹《红楼梦》第四十九回,使、差指使∶象有鬼神在支使着一样，不自觉地做了原先没想到要做的事。,guǐ shǐ shén chāi,鬼使神差,gssc,gui shi shen chai,gui,chai
清·吴敬梓《儒林外史》第十一回十一二岁就讲书、读文章，先把一部王守溪的稿子读的滚瓜烂熟。”,曹寅从小对唐诗就背得～。★端木蕻良《曹雪芹》四,象从瓜蔓上掉下来的瓜那样熟。形容读书或背书流利纯熟。,gǔn guā làn shú,滚瓜烂熟,ggls,gun gua lan shu,gun,shu
汉·赵晔《吴越春秋》民富国强，众安道泰。”,无,国家富足，人民强健。,guó fù mín qiáng,国富民强,gfmq,guo fu min qiang,guo,qiang
《荀子·富国》如是则上下俱富，交无所藏之，是国计之极也。”《左传·宣公十二年》民生在勤，勤则不匮。”,这几年她已深切了解，做官的人，对～，或者不甚措意，但于权贵的荣辱得失，十分敏感。★高阳《玉座珠帘》上册,国家经济和人民生活。,guó jì mín shēng,国计民生,gjms,guo ji min sheng,guo,sheng
元·无名氏《冻苏秦》第三折真乃国家栋梁。”,无,栋梁支撑房架的大梁。这里比喻责任或作用大。肩负国家重任的人。,guó jiā dòng liáng,国家栋梁,gjdl,guo jia dong liang,guo,liang
清·曾朴《孽海花》第三十二回庄寿香号称名臣，听说在和议开始时，他主张把台湾赠英……国将不国，这才是糊涂到底了呢！”,无,国家将无法维持下去了。指国家的局势很坏，有亡国的危险。,guó jiāng bù guó,国将不国,gjbg,guo jiang bu guo,guo,guo
鲁迅《答徐懋庸并关于抗日统一战线问题》在国难当头的现在，白天里讲些冠冕堂皇的话……不就正是这些人吗。”,无,国家正面临着巨大的灾难。,guó nàn dāng tóu,国难当头,gndt,guo nan dang tou,guo,tou
晋·刘琨《答卢谌书》国破家亡，亲友雕残。”,天荒地老英雄丧，～事业休。★明·赵弼《续宋丞相文文山传》,国家覆灭、家庭毁灭。,guó pò jiā wáng,国破家亡,gpjw,guo po jia wang,guo,wang
唐·李浚《摭异记》国色朝酣酒，天香夜染衣。”,于那娉婷妩媚之中，无不带著一团书卷秀气，虽非～，却是斌斌儒雅。★清·李汝珍《镜花缘》第六十六回,原形容颜色和香气不同于一般花卉的牡丹花◇也形容女子的美丽。,guó sè tiān xiāng,国色天香,gstx,guo se tian xiang,guo,xiang
宋·吴自牧《梦梁录·山川神》每岁海潮太溢，冲激州城，春秋醮祭，诏命学士院，撰青词以祈国泰民安。”,有一天，沟不臭，水又清，～享太平。★老舍《龙须沟》第一幕,泰平安，安定。国家太平，人民安乐。,guó tài mín ān,国泰民安,gtma,guo tai min an,guo,an
清·吴敬梓《儒林外史》第三回我说姑老爷今非昔比，少不得有人把银子送上门去给他用，只怕姑老爷还不稀罕哩，今日果不其然。”,无,果然如此。指事物的发展变化跟预料的一样。,guǒ bù qí rán,果不其然,gbqr,guo bu qi ran,guo,ran
《三国志·魏志·张既传》诸葛恪多辈耳！近张敬仲县论格，以为必见杀，今果然如此。”,无,果真是这样。指不出所料。,guǒ rán rú cǐ,果然如此,grrc,guo ran ru ci,guo,ci
秦·李斯《谏逐客书》使天下之士，退而不敢西向，裹足不入秦。”,我们不能做有名无实的党员，不能总在困难面前～。★杨沫《青春之歌》第二部第二十九章,裹缠。停步不前，好象脚被缠住了一样。,guǒ zú bù qián,裹足不前,gzbq,guo zu bu qian,guo,qian
无,无,过从交往，来往。相互往来很多，关系密切。,guò cóng shèn mì,过从甚密,gcsm,guo cong shen mi,guo,mi
元·康进之《李逵负棘》第三折你休得顺水推船，偏不许我过河拆桥。”,祥子受了那么多的累，～，老头子翻脸不认人，他们替祥子不平。★老舍《骆驼祥子》十四,自己过了河，便把桥拆掉。比喻达到目的后，就把帮助过自己的人一脚踢开。,guò hé chāi qiáo,过河拆桥,ghcq,guo he chai qiao,guo,qiao
宋·刘克庄《竹溪生日二首》试把过江人物数，溪翁之外更谁哉。”,无,东晋王朝在江南建立后，北方士族纷纷来到江南，当时有人说过江名士多于鲫”。比喻某种时兴的事物非常多。,guò jiāng zhī jì,过江之鲫,gjzj,guo jiang zhi ji,guo,ji
明·徐学谟《归有园尘谈》吝者自能致富，然一有事则为过街老鼠；侠者或致破家，然一有事则为百足之虫。”,前村后舍人，人人怨恶，故取他一个绰号，叫做～。★明·方汝浩《禅真逸史》,比喻人人痛恨的坏人。,guò jiē lǎo shǔ,过街老鼠,gjls,guo jie lao shu,guo,shu
《晋书·苻融载记》耳闻则育，过目不忘。”,公～，真天下奇才也！★明·罗贯中《三国演义》第六十回,看过就不忘记。形容记忆力非常强。,guò mù bù wàng,过目不忘,gmbw,guo mu bu wang,guo,wang
